clinicName,Location,OpeningHours,Age,Contact
"HL FAMILY CLINIC 
SURGERYBEDOK PTE LTD ",BLK 89 BEDOK NORTH STREET 4 #01-83  S(460089),PUBLICHOLIDAY:08:30AM-12:00PM\nMONDAY-FRIDAY:08:30AM-02:30PM\n06:00PM\n-09:30PM\nSATURDAY-SUNDAY:08:30AM-02:30PM\n,From13andUp,64420494
HO MEDICAL CENTRE PTE LTD,BLK 352 CLEMENTI AVENUE 2 #01-115  S(120352),"MONDAY-SATURDAY:08:30AM-12:30PM\nMONDAY,TUESDAYANDTHURSDAY03:00PM\n04:30PM\nSUNDAYANDPH-CLOSED\n",From0andUp,64748923
HO MEDICAL CLINIC,"101 UPPER CROSS ST #03-09 PEOPLE'S PARK CTR   , S(058357)",PUBLICHOLIDAY:CLOSED\nMONDAY-FRIDAY:09:00AM-12:30PM\n01:30PM\n-05:00PM\nSATURDAY:09:00AM-12:30PM\nSUNDAY:CLOSED\n,From13andUp,65358678
HOLISTIC CARE FAMILY CLINIC,BLK 455 SENGKANG WEST AVENUE #01-10 MULTI STOREY CAR PARK  S(790455),MONDAYANDTHURSDAY:09:00AM-01:00PM\n02:30PM\n-04:30PM\n06:30PM-08:30PM\nTUESDAYANDWEDNESDAY:09:00AM-01:00PM\n02:30PM\n-04:30PM\nFRIDAYANDSATURDAY:09:00AM-01:00PM\nSUNDAYANDPUBLICHOLIDAY:CLOSED\n,From7andUp,65134757
HORIZON MEDICAL CENTRE,"200 UPPER THOMSON ROAD #01-11 THOMSON , IMPERIAL COURT  S(574424)",MONDAY-FRIDAY:BEFORE10AMOR4PM\nSATURDAY-SUNDAY:BEFORE10AM,From7andUp,62502692
HUANG SURGERY PRIVATE LIMITED,"491B RIVER VALLEY ROAD #03-03A VALLEY , POINT OFFICE TOWER  S(248373)","9-13:00MONDAY-SATURDAY,14:30-17:00MONDAY-FRIDAY",From13andUp,68362348
ICARE MEDICAL AND WELLNESS,BLK 22 HAVELOCK ROAD #01-701  S(160022),MONDAY-FRIDAY:08:00AM-10:00PM\nSATURDAY-SUNDAY:10:00AM-10:00PM\n,From2andUp,62746858
INFECTIOUS DISEASE SPECIALISTS,"6 NAPIER RD #05-13 GLENEAGLES MEDICAL , CENTRE  S(258499)","MONDAY-FRIDAY:0900HR-1230HR,1400HR-1630HR,SATURDAY:0900HR-1230HR",From13andUp,67326388
INTEMEDICAL KOVAN,BLK 210 HOUGANG STREET 21 #01-233  S(530210),"8AM-12MIDNIGHTWITHOUTBREAKSDAILY,INCLUDINGWEEKENDSANDPUBLICHOLIDAYS",From0andUp,62433036
INTEMEDICAL 24 HOUR CLINIC,BLK 525 ANG MO KIO AVENUE 10 #01-2407 CHENG SAN CENTRE  S(560525),"24HOURS,EVERYDAY,INCLUDINGWEEKENDSANDPUBLICHOLIDAYS:",From0andUp,69192998
INTERNATIONAL MEDICAL CLINIC,"1 ORCHARD BOULEVARD #14- , 01/02/03/04/05/06/07 CAMDEN MEDICAL , CENTRE  S(248649)",PUBLICHOLIDAY:CLOSED\nMONDAY-FRIDAY:08:00AM-07:00PM\nSATURDAY:09:00AM-01:00PM\nSUNDAY:CLOSED\n,From0andUp,67334440
INTERNATIONAL MEDICAL CLINIC,293 HOLLAND RD #02-03/04 COLD STORAGE JELITA S(278628),PUBLICHOLIDAY:CLOSED\nMONDAYANDTHURSDAY:09:00AM-07:00PM\nFRIDAY:09:00AM-05:30PM\nSATURDAY:09:00AM,"From13
andUp",64654440
INTERNATIONAL MEDICAL CLINIC,88 EAST COAST ROAD #02-07 KATONG SQUARE S(423371),MONDAY-FRIDAY:9AM-5:30PM\nSATURDAY:9AM-1PM\n(BYAPPOINTMENTONLY)\n,"From13
andUp",64654440
ISLAND FAMILY CLINIC ANCHORVALE,"338 ANCHORVALE CRESCENT #01-02   , S(540338)",MONDAY-FRIDAY:9AM-1PM\n2PM\n4PM\n6PM\n10PM\nSATURDAY:9AM-1PM\nSUNDAYANDPH-CLOSED\n,From0andUp,62810174
ISLAND FAMILY CLINIC BEDOK,BLK 763 BEDOK RESERVOIR VIEW #01-283  S(470763),"MONDAY,FRIDAY:8:30AM-12:30PM\nAND6PM-10:30PM\nTUESDAYS,WEDNESDAY,THURSDAY,SATURDAY:8:30AM-12:30PM\nAND6PM\n-9:30PM\nSUNDAY:8:30AM-12:30PM\nAND6PM-9:00PM\nPH(CERTAINONLY):8:30AM-12:30PM\n",From0andUp,62435871
ISLAND FAMILY CLINIC BUKIT BATOK,BLK 447 BUKIT BATOK WEST AVENUE 9 #01-05  S(650447),MONDAY-FRIDAY:9AM-12:30PM\nAND6PM-9:30PM\nSATURDAYANDSUNDAY9AM-12:30PM\n,From0andUp,62501530
ISLAND FAMILY CLINIC FERNVALE,BLK 473A FERNVALE STREET #01-03  S(791473),MONDAY-SUNDAY:9AM-1PM\nMONDAY-THURSDAY:6PM-10PM\n,From0andUp,64813740
ISLAND FAMILY CLINIC SENGKANG,BLK 279 SENGKANG EAST AVENUE #01-05 S(540279),MONDAY-FRIDAY:9AM-1PM\n6-10PM\nSATURDAYANDSUNDAY:9AM-1PM\n,From0andUp,63842759
JAPAN GREEN CLINIC,"290 ORCHARD ROAD #10-01 PARAGON   , S(238859)","MONDAY-FRIDAY0900-1730,SATURDAY9AM-12PM,(BYAPPOINTMENTONLY)\n",From0andUp,67348871
JOY FAMILY CLINIC,BLK 703 BEDOK RESERVOIR ROAD #01-3506  S(470703),"MONDAY-FRIDAY9AM-1PM\nSATURDAY9AM-12PM,CLOSED\nONSUNDAYANDPUBLICHOLIDAYS\n",From13andUp,64422483
JURONG DAY  NIGHT CLINIC,BLK 966 JURONG WEST STREET 93 #01-219  S(640966),"0900-1230,1830-2100HRS\nONMONDAY-FRIDAY,1830-2100HRS\nONSUNDAY,PHS\n",From13andUp,67922257
K2 MEDICAL CLINIC,BLK 248 SIMEI STREET 3 #01-128 MULTI STOREY CAR PARK  S(520248),"MONDAY-FRIDAY:8:30AM-4PM\nMONDAY,WEDNESDAY,FRIDAY:6PM-8:30PM\nSATURDAYANDSUNDAY:9AM-11:30AM\n",From13andUp,65881322
KAO  TAN FAMILY MEDICAL CENTRE  SURGERY,BLK 18 JALAN MEMBINA #02-03 TIONG BAHRU COURT  S(164018),MONDAY-FRIDAY:07:00AM-11:00PM\nSATURDAY:07:00AM-11:00PM\nSUNDAY:09:00AM-11:00PM\nPLEASECALLFORAPPOINTMENT\n,From7andUp,62727880
KBL HEALTHCARE PTE LTD,"2 BAYFRONT AVENUE #01-88 MARINA BAY , SANDS  S(018972)",MONDAY-FRIDAY:08:30-10:30AM\n,From13andUp,66887018
KEAT HONG FAMILY MEDICINE,2 CHOA CHU KANG LOOP #03-02 KEAT HONG,MONDAYANDTHURSDAY:8AM-7PM\n,From13andUp,67690750
KENNETH TAN MEDICAL CLINIC,BLK 658 PUNGGOL EAST #01-04 S(820658),"MONDAY-TUESDAY:0830-1700,1800-2100,WEDNESDAY-FRIDAY:0830-1700\nSATURDAY-SUNDAY:0830-1300:",From13andUp,63124589
KI MEDICAL CLINIC,BLK 416 ANG MO KIO AVENUE 10 #01-975  S(560416),MONDAY-THURSDAY:8AM-12:30PM\n2:30-4:30PM\n6-9PM\nFRIDAY:8AM-12:30PM\n6-9PM\nWEEKENDS:8AM-12PM\n6-8:30PM\n,From7andUp,64554475
KINGS MEDICAL CLINIC,59A SERANGOON GARDEN WAY  S(555955),MONDAY-FRIDAY9:00AM-9:00PM\nSATURDAY-SUNDAY9:00AM-1:00PM\n,From13andUp,62844498
KINGSTON MEDICAL CLINIC PTE LTD,155 UPPER PAYA LEBAR ROAD  S(534853),MONDAY-FRIDAY:S8AM-7PM\nSATURDAY8AM-3PM\nSUNDAYSOFF\n,From13andUp,88910283
KINGSWAY MEDICAL CLINIC,"BLK 352 CLEMENTI AVENUE 2 #1-103 , CLEMENTI AVENUE 2 SHOPPING CENTRE  S(120352)",MONDAY-SATURDAY:7AM-11PM\nSUNDAY:7AM-11PM\n(BYAPPOINTMENTONLY)\n,From0andUp,69241055
LEE CLINIC,BLK 123 BEDOK NORTH ST 2 #01-156  S(460123),"MONDAY-SATURDAY:9AM-12:30PM\nMONDAY,TUESDAYS,THURSDAY,FRIDAY:2:30PM-4:30PM\nSUNDAYANDPUBLICHOLIDAY:CLOSED\n",From13andUp,62418827
LEE FAMILY CLINIC PTE LTD,BLK 762 JURONG WEST STREET 75 #02-262 GEK POH SHOPPING CENTRE  S(640762),MONDAY-THURSDAY:08:00AM-04:00PM\n,From8andUp,67940217
LEONG CLINIC,63B LENGKOK BAHRU #01-366  S(152063),MONDAY-THURSDAY9:00AM-12:30PM\n2:00PM-4:30PM\nFRIDAYANDSATURDAY9:00AM-12:30PM\nSUNDAYANDPUBLICHOLIDAYSCLOSED\n,From13andUp,64760572
LIAN CLINIC,BLK 18 MARSILING LANE #01-269  S(730018),MONDAY-FRIDAY-830AM-1230PM\n130PM-430PM\n7-9PM\nSATURDAY/SUNDAY/PH-830AM-12PM\n,From7andUp,62697435
LIFELINE MEDICAL GROUP,BLK 118 RIVERVALE DRIVE #02-18 RIVERVALE PLAZA  S(540118),MONDAY-SUNDAY:08:00AM-10:00PM\n,From7andUp,68812392
LIFELINE PUNGGOL MEDICAL CLINIC PTE LTD,BLK 198 PUNGGOL FIELD #02-03  S(820198),MONDAY-FRIDAY8:30AM-12:30PM\n2:00PM\n4:30PM\n7:00PM\n8:30PM\nSATURDAY8:30AM-12:00PM\nSUNDAY/PHCLOSED\n,From13andUp,63155428
LIFELINK SN CLINIC  SURGERY,BLK 153 SERANGOON NORTH AVENUE 1 #01-534  S(550153),8AM-9PM,From13andUp,62813977
LIM CLINIC,BLK 446 ANG MO KIO AVE10 #01-1663  S(560446),"MONDAY,TUESDAY,THURSDAY,FRIDAY:9AM-12PM\n2PM-4PM\nWEDNESDAY,SATURDAY,SUNDAY:9AM-12PM\n",From13andUp,64549172
LITTLE CROSS FAMILY CLINIC PTE LTD,BLK 929 TAMPINES ST 91 #01-445  S(520929),MONDAY-FRIDAY8:30AM-3PM\n7PM-9PM\nSATURDAY8:30AM12:30PM\n7PM-9PM\nSUNDAYCLOSED\nPH8:30AM12:30PM\n,From7andUp,65440040
LO  LEE CLINIC  SURGERY,BLK 134 LORONG AH SOO #01-462  S(530134),MONDAY-FRIDAY:8:30AM-2:00PM\nSATURDAY:8:30AM-10:30AM,From7andUp,62855688
LOYANG MEDICAL CENTRE,25A LOYANG CRESCENT #01-01  S(506816),"WEEKDAYS830AM-1PM\n2-5PM\nSATURDAY9AM-12PM,CLOSED\nANDSUNDAYANDPUBLICHOLIDAYS",From13andUp,65431690
MARINA MEDICAL CENTRE TIONG BAHRU,BLK 78 GUAN CHUAN ST #01-39  S(160078),"MONDAY-FRIDAY:10AM-12:15PM\nMONDAY-FRIDAY:2PM\n-3:30PM\nSATURDAY:10AM-11:30AM,SUNDAYANDPUBLICHOLIDAY:CLOSED\n",From13andUp,62222177
MARTIN MEDICAL CENTRE,BLK 111 WOODLANDS ST 13 #01-80  S(730111),8:30-9PM\n,From13andUp,62692446
MAYFAIR MEDICAL CLINIC,BLK 182 WOODLANDS STREET 13 #01-04  S(730182),"MONDAY-SUNDAY:08:30AM-1:30PM\nMONDAY-SUNDAY:6:00PM\n-12AM,PH:08:30AM-1:30PM\nPH:6:00PM\n-12AM",From13andUp,62352880
MAYFAIR MEDICAL CLINIC YISHUN CHONG PANG,BLK 103 YISHUN RING ROAD #01-73 S(760103),MONDAY-SATURDAY:8:30AM-9PM\nSUNDAY6PM-9PM\nPH:CLOSE,From13andUp,
MBS MHC HEALTHCARE CENTRE,"10 BAYFRONT AVENUE BASEMENT 2 MARINA BAY , SANDS  S(018956)",8:30AM-5:30PM\nMONDAY-FRIDAY,From13andUp,66881651
MEDI HEALTHCARE CLINIC PUNGGOL,BLK 218 SUMANG WALK #01-02  S(820218),MONDAY-FRIDAY:8:30AM-1PM\n6PM-9PM\nSATURDAY/SUNDAY:8:30AMTP1PM\n,From13andUp,64448748
MEDICARE ASSOCIATES,BLK 482 TAMPINES AVE 9 ST 43 #01-236  S(520482),MONDAY-FRIDAY8:30AM-12PM\n2PM\n4PM\n6:30PM\n9:00PM\nCLOSED\nONWEDNESDAY/FRIDAYNIGHTS:SATURDAY/SUNDAY8:30AM-12PM\n,From7andUp,67880137
MEDIHEALTH BISHAN CLINIC  SURGERY,BLK 121 BISHAN ST 12 #01-95  S(570121),"PUBLICHOLIDAY:CLOSED\nMONDAY:08:00AM-01:00PM\n02:00PM-05:00PM\nTUESDAY:08:00AM-01:00PM\n02:00PM-05:00PM\nWEDNESDAY:08:00AM-01:00PM\n02:00PM-05:00PM\n06:00PM\n-10:00PM\nTHURSDAY:08:00AM-01:00PM\n02:00PM-05:00PM\nFRIDAY:08:00AM-01:00PM\n02:00PM\n-05:00,PM\n06:00PM\n-10:00PM\nSATURDAY:08:00AM-01:00PM\nSUNDAY:CLOSED\n",From13andUp,62583212
MEDILIFE CLINIC AND SURGERY,BLK 474 TAMPINES ST 43 #01-122 S(520474),MONDAY-SATURDAY8:30AM-12PM\n,From13andUp,67813168
MEDIPOINT MEDICAL CENTRE PONGGOL BRANCH,BLK 401 HOUGANG AVE 10 #01-1170  S(530401),MONDAY-FRIDAY:8:30AM-2:00PM\n7:00PM\n-9:00PM\nSATURDAY/SUNDAY:9:00AM-12:30PM\nPH:CLOSED\n,From13andUp,63865046
MEDIVALE MEDICAL CLINIC,"236 YISHUN RING ROAD #01-1012 YISHUN , HEARTS  S(760236)","MONDAY-FRIDAY:8:30AM-12:30PM\n2PM-4PM\n6PM-9PM\n,SATURDAYSANDSUNDAYS:8:30AM-12:30PM\nPUBLICHOLIDAYS:CLOSED\n:",From13andUp,62570141
MEDIVENE CLINIC  SURGERY,BLK 330 ANCHORVALE STREET #01-05  S(540330),"MONDAY-THURSDAY0900-1330,1830-2030HRS,FRIDAY0900-1330HRSSATURDAY0900-1300HRSUNDAYCLOSED\n",From0andUp,63850441
MEDIVIEW CLINIC AND SURGERY,150 LORONG 1 TOA PAYOH #01-999 S(310150),MONDAY-TUESDAYS:8:30AM-12:30PM\n2-4PM\n7-9PM\nWEDNESDAY-FRIDAY:8:30AM-12:30PM\n2-5PM\nSATURDAY:8:30AM-12:30PM\n,From0andUp,62532351
MEDLIFE CLINIC  SURGERY,BLK 684 HOUGANG AVENUE 8 #01-985  S(530684),MONDAY-FRIDAY:08:30AM-03:30PM\n06:30PM-08:30PM\nSATURDAYANDPUBLICHOLIDAY:09:00AM-01:00PM\nSUNDAY:09:00AM-01:00PM\n07:00PM-09:00PM\n,From0andUp,63850836
MEI LING CLINIC,BLK 158 MEI LING ST #01-80  S(140158),MONDAY-FRIDAY12PM-12:30AM\nSATURDAY-SUNDAY11AM-1130PM\n,From0andUp,64741782
MEL  PARTNERS DRS PTE LTD,"1 SCOTTS ROAD #17-12 SHAW CENTRE   , S(228208)",MONDAY-FRIDAY0930-1230\n,From13andUp,67352868
MHC FAMILY CLINIC ANG MO KIO,BLK 452 ANG MO KIO AVE 10 #01-1789 S(560452),"MONDAY-FRIDAY,8:30AM-12PM\n1-3:30PM\nSATURDAY,8:30AM-12PM\nSUNDAY,CLOSED\n",From13andUp,65534050
MHC MEDICAL CENTRE AMARA,"100 TRAS STREET #15-01/02/03 100 AM   , S(079027)",MONDAY-FRIDAY9AM-5PM\nSATURDAY:9AM-1PM\n,From13andUp,62255220
MHC MEDICAL CENTRE NOVENA,"10 SINARAN DRIVE #09-10 NOVENA MEDICAL , CENTER  S(307506)",8:30AM-5:30PM\nMONDAY-FRIDAY\n,From13andUp,63976568
MILLENNIUM MEDICAL GROUP,BLK 849 WOODLANDS ST 82 #01-215  S(730849),MONDAY-FRIDAY:9AM-12:30PM\n2PM-4PM\n7PM\n-9PM\nSATURDAY:9AM-12:30PM\nSUNDAY/PH:CLOSED\nMONDAY-FRIDAY09:30AM-12:00PM\n2:00-4:00PM\nSATURDAY9:30AM-12:00PM\nSUNDAY9:30AM-22:30PM\n,From0andUp,63680386
MILLENNIUM MEDICAL GROUP,BLK 533 CHOA CHU KANG ST 51 #01-33 S(680533),MONDAY-FRIDAY09:30AM-12:00PM\n2:00-4:00PM\nSATURDAY9:30AM-12:00PM\nSUNDAY9:30AM-10:30PM\n,"From7and
Up",67656685
MINMED CLINIC HAIG ROAD,30 HAIG RD  S(438737),MONDAY-FRIDAY:9AM-03:00PM\n,From13andUp,67410123
MINMED CLINIC JURONG EAST,"50 JURONG GATEWAY ROAD #04-17 JEM   , S(608549)",MONDAY-FRIDAY:9AM-01:00PM\n02:00PM-05:00PM\n,From13andUp,63330123
MINMED CLINIC PASIR RIS,"1 PASIR RIS CENTRAL STREET 3 #05-08/09 WHITE , SANDS  S(518457)",MONDAY-FRIDAY:9AM-01:00PM\n02:00PM-05:00PM\n,From13andUp,65850123
MINMED CLINIC PUNGGOL,"83 PUNGGOL CENTRAL #02-15 WATERWAY POINT   , S(828761)",MONDAY-FRIDAY:9AM-01:00PM\n02:00PM-05:00PM\n,From13andUp,63880123
MINMED CLINIC SENGKANG,"1 SENGKANG SQUARE #04-13 COMPASS ONE   , S(545078)",MONDAY-FRIDAY:9AM-01:00PM\n02:00PM-05:00PM\n,From13andUp,63860123
MINMED CLINIC YISHUN,"1 NORTHPOINT DRIVE #02-153 NORTHPOINT CITY   , S(768019)",MONDAY-FRIDAY:9AM-01:00PM\n02:00PM-05:00PM\n,From13andUp,65540123
MISSION CROSS FAMILY CLINIC,348 YISHUN AVENUE 11 #01-03  S(760348),PUBLICHOLIDAY:CLOSED\nMONDAY-THURSDAY:09:00AM-01:00PM\n07:00PM-09:00PM\nTUESDAYANDSATURDAY:CLOSED\nFRIDAY:09:00AM-01:00PM\nSUNDAY:10:00AM-01:00PM\n,From0andUp,66358579
MOBILEDOCTOR CLINIC,"20 CROSS STREET #02-11/12 CHINA SQUARE , CENTRAL (CHINA COURT)  S(048422)","MONDAY-SATURDAY:9AM-6PM\nDOC-R(S)PHYSICALLYAVAILABLEONTHURSDAYANDSATURDAY,BEST-CALLINADVANCE(BYAPPOINTMENTONLY)\n",From0andUp,62500625
MUTUAL HEALTHCARE MEDICAL,"319B ANCHORVALE DR #01-92  S(542319) , BLK 205A COMPASSVALE LANE #01-53  S(541205)",MONDAY-FRIDAY:08:30-12:30PM\n/2:00-4:00PM\nSATURDAY:08:30-12:30PM\nMONDAY-FRIDAY:08:30-12:30PM\n/2:00-4:00PM\nSATURDAY:08:30-12:30PM\n,"From7andUp,Call-confirm",64893833
MWH MEDICAL SPECIALISTS CENTRE,"101 IRRAWADDY ROAD #07-01 ROYAL SQUARE , AT NOVENA   S(329565)",MONDAY-FRIDAY:9AM-6PM\nSATURDAY9AM-1PM\nSUNDAY/PH-CLOSED\nMONDAY-FRIDAY:9AM-6PM\nSATURDAY9AM-1PM\nSUNDAY/PH-CLOSED\n,From13andUp,69312000
MY DOCTOR  LAKESIDE,BLK 201 BOON LAY WAY #01-05 LAKESIDE MRT STATION  S(649845),MONDAY-FRIDAY:8:30AM-8:30PM\nSATURDAY8:30AM-5PM\nCLOSED\nONSUNDAYSANDPUBLICHOLIDAYS,From7andUp,62657270
MY FAMILY CLINIC ANCHORVALE,BLK 326A ANCHORVALE ROAD #01-260  S(541326),"MONDAY,WEDNESDAY,THURSDAY,8:00AM-2:00PM\n6:00PM\n9:00PM\nTUESDAY,FRIDAY,SATURDAY,8:00AM-2:00PM\nSUNDAY,PH,CLOSED\n",From13andUp,67023963
MY FAMILY CLINIC ANGSANA BREEZE  YISHUN,BLK 507 YISHUN AVENUE 4 #01-05  S(760507),"MONDAY,8:00AM-3:30PM\n6:00PM\n9:30PM\nTUESDAY-FRIDAY,8:00AM-2:00PM\n6:00PM\n9:30PM\nSATURDAY,8:00AM-12:00PM\nSUNDAY,8:00AM-12:00PM\n6:00PM\n9:00PM\nPH,CLOSED\n",From13andUp,67530178
MY FAMILY CLINIC CHOA CHU KANG,BLK 475 CHOA CHU KANG AVE 3 #02-01 SUNSHINE PLACE  S(680475),"MONDAY,TUESDAY,8:00AM-1:00PM\n2:00PM\n5:00PM\nWEDNESDAY,FRIDAY,8:00AM-1:00PM\n2:00PM\n5:00PM\n6:00PM\n9:00PM\nTHURSDAY,SATURDAY,8:00AM-12:00PM\nSUNDAY,8:00AM-1:00PM\nPH,CLOSED\n",From13andUp,67674566
MY FAMILY CLINIC CLEMENTI 325 PTE LTD,BLK 325 CLEMENTI AVE 5 #01-139  S(120325),MONDAY-FRIDAY:08:30AM-12:30PM\n02:00PM-04:30PM\n06:30PM-08:30PM\nSATURDAY:08:30AM-12:30PM\n,From13andUp,67784608
MY FAMILY CLINIC CLEMENTI,BLK 420A CLEMENTI AVENUE 1 #01-05 CASA CLEMENTI  S(121420),"MONDAY-THURSDAY,8:30AM-12:30PM\n2:00PM-4:30PM\n6:30PM-8:30PM\nFRIDAY,8:30AM-12:30PM\n2:00AM-4:30PM\nSATURDAY,8:30AM-12:30PM\nSUNDAYCLOSED\nPHCLOSED\n",From13andUp,66942574
MY FAMILY CLINIC HOUGANG CENTRAL,BLK 804 HOUGANG CENTRAL #01-118  S(530804),"MONDAY-FRIDAY,8:00AM-9:00PM\nSATURDAY,SUNDAY,PH,8:00AM-5:00PM\n",From13andUp,63852117
MY FAMILY CLINIC PIONEER,"638 JURONG WEST ST 61 #02-09 PIONEER MALL   , S(640638)","MONDAY-FRIDAY,8:00AM-1:00PM\n2:00PM\n5:00PM\n6:00PM-10:00PM\nSATURDAY,8:00AM-1:00PM\nSUNDAY,CLOSED\n",From13andUp,68611182
MY FAMILY CLINIC PUNGGOL CENTRAL,BLK 301 PUNGGOL CENTRAL #01-02  S(820301),"MONDAY,WEDNESDAY,FRIDAY,8:30AM-1:00PM\n2:00PM\n5:00PM\n6:00PM\n9:30PM\nTUESDAY,8:30AM-1:00PM\n2:00PM\n5:00PM\nSATURDAY,8:30AM-1:00PM\nFRIDAY,SUNDAY,CLOSED\nPH,9:00AM-1:00PM\n",From13andUp,68537351
MY FAMILY CLINIC RIVERVALE,"11 RIVERVALE CRESCENT #02-11A RIVERVALE MALL   , S(545082)","MONDAY8:00AM-8:00PM\nTUESDAY-THURSDAY8:00AM-6:00PM\nFRIDAY8:00AM-2:00PM\nSATURDAY,SUNDAY/PH8:00AM-1:00PM\n",From13andUp,68811978
MY FAMILY CLINIC SEGAR,BLK 485 SEGAR ROAD #01-508  S(670485),"MONDAY-THURSDAY,8:00AM-1:00PM\n2:00PM\n4:00PM\nSUNDAY,8:00AM-1:00PM\nFRIDAY,SATURDAY,PH,CLOSED\n",From13andUp,67107269
MY FAMILY CLINIC ST GEORGE,2 ST. GEORGE'S ROAD  S(328023),"MONDAY-TUESDAY,8:00AM-12:30PM\n1:30PM\n3:30PM\n6:00PM\n9:00PM\nWEDNESDAY-THURSDAY,8:00AM-12:30PM\n1:30PM\n3:30PM\nFRIDAY-SATURDAY,8:00AM-12:30PM\nSUNDAY,PH,CLOSED\n",From13andUp,62922128
MY FAMILY CLINIC TANGLIN HALT,BLK 46-2 COMMONWEALTH DRIVE #01-372  S(140462),"MONDAY-FRIDAY,8:00AM-2:00PM\n6:30PM\n9:00PM\nSATURDAY,9:00AM-12:00PM,SUNDAY,CLOSED\nPH*,9:00AM-12:00PM",From13andUp,64738920
MY FAMILY CLINIC WOODLANDS GLEN,BLK 573 WOODLANDS DRIVE 16 #01-09  S(730573),"MONDAY-TUESDAY,8:00AM-3:00PM\n6:00PM-10:00PM\nWEDNESDAY-FRIDAY,8:00AM-3:00PM\nSATURDAY,8:00AM-12:00PM\nSUNDAY/PH,CLOSED\n",From13andUp,67321520
MY FAMILY CLINIC WOODLANDS,BLK 768 WOODLANDS AVE 6 #02-07 WOODLANDS MART  S(730768),"MONDAY-SUNDAY,8:00AM-5:00PM\n6:00PM-10:00PM\n",From13andUp,68840658
MY FAMILY CLINIC TOA PAYOH CENTRAL,BLK 79D TOA PAYOH CENTRAL #01-53  S(314079),"MONDAY,8:30AM-2:00PM\n2:30PM-4:30PM\n6:00PM-10:00PM\nTUESDAY-FRIDAY,8:30AM-2:00PM\n6:00PM-10:00PM\nSATURDAY,8:30AM-2:00PM\nSUNDAY,9:00AM-12:00PM,PH,CLOSED\n",From13andUp,62380301
MY HEALTH PARTNERS MEDICAL CLINIC,"25D LORONG LIPUT  S(277735) , 25D LORONG LIPUT  S(277735)","9AM-4:30PM\nMONDAY-FRIDAY,9AM-1PM\nSATURDAY,SUNDAYANDPHCLOSED\n9AM-4:30PM\nMONDAY-FRIDAY,9AM-1PM\nSATURDAY,SUNDAYANDPHCLOSED\n",From13andUp,64699116
MYDOCTORADMIRALTY PTE LTD,BLK 693 WOODLANDS AVENUE 6 #01-03  S(730693),MONDAY-FRIDAY:8:30AM-2PM\n6PM-9PM\nSATURDAY/SUNDAY/PH:8:30AM-1PM\n,From7andUp,69098365
MYHEALTH MEDICAL CENTRE,BLK 501 WEST COAST DRIVE #01-256  S(120501),MONDAY-FRIDAY08:30AM-05:30PM\nSATURDAY-08:30AM-1PM\nSUNDAY-08:30AM-1PM\nPH-CLOSED\n,From7andUp,68726920
NEE SOON CLINIC,BLK 779 YISHUN AVENUE 2 #01-1547 KHATIB VALE  S(760779),MONDAY-FRIDAY9AM-6PM\nSUNDAY9AM-1PM\nSATURDAYANDPHCLOSED\n,From13andUp,67219796
NEIGHBOURHOOD CLINIC,BLK 260 BANGKIT ROAD #01-13  S(670260),"MONDAY-FRIDAY:9:00AM-12:00PM,2:00PM\n4:00PM\n6:30PM\n8:30PM\nSATURDAY,SUNDAYANDPUBLICHOLIDAY:9:00AM-12:00PM",From13andUp,67636515
NEW HEALTH FAMILY CLINIC PTE LTD,BLK 108 DEPOT ROAD #01-08 DEPOT HEIGHTS SHOPPING CENTRE  S(100108),MONDAY-FRIDAY:9:30AM-12PM\nSATURDAY9:30AM-10:30AM,From7andUp,62786200
NEW PATH FAMILY CLINIC,926 UPPER THOMSON ROAD  S(787120),"MONDAY,WEDNESDAY/THURSDAY:9AM-1PM\n2PM-5PM\n6PM-9PM\nTUESDAYS/FRIDAY:9AM-1PM\n2PM-5PM\nSATURDAY,SUNDAY/PH:9AM-1PM\n",From13andUp,69800662
NEW TOWN CLINIC PTE LTD,BLK 59 NEW UPPER CHANGI ROAD #01-1224  S(461059),"MORNING:MONDAY-SUNDAY:9:00AM-01:00PM\nEXCEPTWEDNESDAY,AFTERPM:MONDAY/TUESDAY:3:00PM\n-6:00PM\nNIGHT:CLOSED\nPH:CLOSED\nMORNING:MONDAY-SUNDAY09:00HRS-14:00HRSEXCEPT,WEDNESDAY,AFTERPM:MONDAY/TUESDAY15:00HRS-18:00HRS,NIGHT:CLOSED\nPH:CLOSED\n",From13andUp,64431784
NEWCASTLE CLINIC,"541 ORCHARD ROAD #14-02 LIAT TOWERS   , S(238881)",MONDAY-FRIDAY:9:30AM-12:30PM\n2:30PM-4:30PM\nSATURDAY:9:30AM-11:30AM,From7andUp,67362322
NEWLIFE FAMILY CLINIC  SURGERY,BLK 61 TEBAN GARDENS ROAD #01-20  S(600061),MONDAY-TUESDAY9-12PM\n2:30-4PM\n7-8:30PM\nWEDNESDAY-THURSDAY9-12PM\n2:30-4PM\nFRIDAY-SUNDAY9-11AM,From13andUp,65663770
NIPPON MEDICAL CARE,"6A NAPIER ROAD #03-31 GLENEAGLES HOSPITAL   , S(258500)",MONDAY-FRIDAY:09:00AM-11:00PM\n02:00PM-05:00PM\nSATURDAY:09:00AM-12:00PM\n,From0andUp,64747707
